"sep=	"
Document type	Open Access	Number	Authors countries	Authors	Title	Journal title	Volume	Pages	Year	Beamline(s)	Facility used	Proposal number	DOI	DOI added	WoS Number
Journal article		ESRF24CR163	France (ESRF)/Germany/UK	Crichton W.A., Bayarjargal L., Milman V., Winkler B.	Synthesis, structure, and properties of BaCO3-(hR5)-type PbCO3	Crystal Growth & Design	24	1075-1083	2024	ID6-LVP	ESRF (Grenoble)		10.1021/acs.cgd.3c01090		
Journal article		ESRF24CR453	France (ESRF)/UK/Australia/Germany	Crichton W.A., Thomson A.R., Rosenthal A., Spektor K., Druzhbin D., Winkler B., Schwarz M., Wattecamps P., Kieffer J., Hino R., Van Brussel D., Garlet R., Watier Y., Roth T., Berruyer G., Valls V., Mauro A., Ruat M., Favre-Nicolin V., Verbeni R.	EBS status of the large-volume press at beamline ID06-LVP	High Pressure Research	44	217-247	2024	ID6-LVP	ESRF (Grenoble)		10.1080/08957959.2024.2379354		
Journal article		ESRF24CR318	France (not ESRF)/USA/France (ESRF)	Cristiglio V., Feng S., Sztucki M., Yuan X., Shalaev E.	Two populations of protein molecules detected by small-angle neutron and X-ray scattering (SANS and SAXS) in lyophilized protein:lyoprotector (disaccharide) systems	Soft Matter	20	3897-3900	2024	ID2	ESRF (Grenoble)		10.1039/d4sm00028e		WOS:001217138500001
Journal article	OA	ESRF24DA478	France (ESRF)/Uzbekistan	d'Acapito F., Rehman M.A.	Effectiveness of ab initio molecular dynamics in simulating EXAFS spectra from layered systems	Journal of Synchrotron Radiation	31	1078-1083	2024	BM8	ESRF (Grenoble)		10.1107/S1600577524005484		
Journal article	OA	ESRF24DA273	Norway/France (ESRF)	Danmo F.H., Westermoen A., Marshall K., Stoian D., Grande T., Glaum J., Selbach S.M.	High-entropy hexagonal manganites for fast oxygen absorption and release	Chemistry of Materials	36	2711-2720	2024	BM31	ESRF (Grenoble)		10.1021/acs.chemmater.3c02702		WOS:001179312500001
Journal article		ESRF24DA301	France (not ESRF)/France (ESRF)	Darmet N., Charbonnel J., Reytier M., Broche L., Vincent R.	First experimental assessment of all-solid-state battery thermal runaway propagation in a battery pack	ACS Applied Energy Materials	7	4365-4375	2024	ID19	ESRF (Grenoble)	MA4622	10.1021/acsaem.4c00248		WOS:001225220300001
Journal article		ESRF24KU162	Belgium/France (ESRF)/Luxembourg/Italy	Das S.K., D'ooghe L., Srinath N.V., Theofanidis S.A., Longo A., Sahle C., Van Geem K., Poelman H., Poelman D., Galvita V.	Evolution of low Z-elements in a Ni/MgFeAlO4 catalyst during reaction: Insight from in situ XRS	ACS Catalysis	14	1311-1323	2024	ID20	ESRF (Grenoble)	CH-6020	10.1021/acscatal.3c05563		
Journal article	OA	ESRF24DE509	Italy/France (ESRF)	De Amicis G., Testolin A., Cazzaniga C., d'Acapito F., Minguzzi A., Ghigna P., Vertova A.	In-situ surface activation of polycrystalline LaNiO3 electrocatalyst for the oxygen evolution reaction	International Journal of Hydrogen Energy	87	890-901	2024	BM8	ESRF (Grenoble)	IH-EV- 36	10.1016/j.ijhydene.2024.09.038		
Journal article	OA	ESRF24DE269	Denmark/France (ESRF)	De Angelis S., Villanova J., Jørgensen P.S., Esposito V., Bowen J.R.	Elucidating nickel oxide reduction in a Ni-YSZ solid oxide cell via in-situ X-ray nano holo-tomography	Acta Materialia	273	119965-1-119965-8	2024	ID16B/ID19	ESRF (Grenoble)	MA-3500	10.1016/j.actamat.2024.119965		
Journal article		ESRF24DE210	The Netherlands/France (ESRF)/Italy/Germany/France (not ESRF)	de Kort L.M., Lazemi M., Longo A., Gulino V., Rodenburg H.P., Blanchard D., Sahle C., Sundermann M., Gretarsson H., van der Eerden A.M.J., Elnaggar H., de Groot F.M.F., Ngene P.	Deciphering the origin of interface-induced high Li and Na ion conductivity in nanocomposite solid electrolytes using X-ray raman spectroscopy	Advanced Energy Materials	14	2303381-1-2303381-12	2024	ID20	ESRF (Grenoble)/PETRA III		10.1002/aenm.202303381		WOS:001135453700001
Journal article	OA	ESRF24DE314	Sweden/France (ESRF)	De Oliveira D.H., Gowda V., Sparrman T., Gustafsson L., Sanches Pires R., Riekel C., Barth A., Lendel C., Hedhammar M.	Structural conversion of the spidroin C-terminal domain during assembly of spider silk fibers	Nature Communications	15	4670-1-4670-14	2024	ID13	ESRF (Grenoble)		10.1038/s41467-024-49111-5		
Journal article		ESRF24DE161	France (ESRF)/Italy/USA/UK	De Vita A., Sant R., Polewczyk V., van der Laan G., Brookes N.B., Kong T., Cava R.J., Rossi G., Vinai G., Panaccione G.	Evidence of temperature-dependent interplay between spin and orbital moment in van der Waals ferromagnet VI3	Nano Letters	24	1487-1493	2024	ID32-SXS	ESRF (Grenoble)		10.1021/acs.nanolett.3c03525		
Journal article		ESRF24DE231	Denmark/USA/France (ESRF)	Deissler N.H., Mygind J.B.V., Li K., Niemann V.A., Benedek P., Vinci V., Li S., Fu X., Vesborg P.C.K., Jaramillo T.F., Kibsgaard J., Drnec J., Chorkendorff I.	Operando investigations of the solid electrolyte interphase in the lithium mediated nitrogen reduction reaction	Energy & Environmental Science	17	3482-3492	2024	ID31_BIB	ESRF (Grenoble)		10.1039/D3EE04235A		
Journal article	OA	ESRF24DE275	Germany/France (ESRF)	Delina R.E.G., Perez J.P.H., Stammeier J.A., Bazarkina E.F., Benning L.G.	Partitioning and mobility of chromium in iron-rich laterites from an optimized sequential extraction procedure	Environmental Science and Technology	58	6391-6401	2024	BM20	ESRF (Grenoble)	EV-495	10.1021/acs.est.3c10774		WOS:001194438100001
Journal article		ESRF24DE127	Belgium/France (not ESRF)/Switzerland/France (ESRF)	Demoulin C.F., Sforna M.C., Lara Y.J., Cornet Y., Somogyi A., Medjoubi K., Grolimund D., Ferreira Sanchez D., Tucoulou Tachouères R., Addad A., Fadel A., Compère P., Javaux E.J.	Polysphaeroides filiformis, a proterozoic cyanobacterial microfossil and implications for cyanobacteria evolution	iScience	27	108865-1-108865-19	2024	ID16B	ESRF (Grenoble)/SLS (PSI) (Villigen)/Soleil (Orsay)		10.1016/j.isci.2024.108865		
Journal article		ESRF24DE120	Germany/France (ESRF)/France (not ESRF)	Denk P., Matthews L., Prévost S., Zemb T., Kunz W.	A dilute nematic gel produced by intramicellar segregation of two polyoxyethylene alkyl ether carboxylic acids	Journal of Colloid and Interface Science	659	833-848	2024	ID2	ESRF (Grenoble)		10.1016/j.jcis.2024.01.014		
Journal article	OA	ESRF24DE102	Italy/France (ESRF)	Deplano G., Signorile M., Atzori C., Salusso D., Borfecchia E., Crocellà V., Bordiga S.	Reducibility of Cu-zeolites and stability of Cu+ monocarbonyl adducts: Qualitative and quantitative relationships from MCR-XAS and DFT	Catalysis Today	427	114403-1-114403-11	2024	BM23	ESRF (Grenoble)	CH-6264	10.1016/j.cattod.2023.114403		WOS:001094557400001
Journal article	OA	ESRF24RE313	France (ESRF)/Italy/Switzerland	Di Manici I., Reyes-Herrera J., Day L., Sánchez del Río M., Krisch M., Pellicioli P.	Synchrotron x-ray spectra characterisation for radiation therapy applications at the ESRF-ID17 biomedical beamline	Physica Scripta	99	065021-1-065021-12	2024	ID17	ESRF (Grenoble)		10.1088/1402-4896/ad4428		WOS:001218723000001
Journal article		ESRF24DI178	UK/China/USA/France (ESRF)	Diao J., Wu L., Suzana A.F., Bozin E.S., Zatterin E.M., Leake S.J., Harder R.J., Cha W., Abeykoon M., Fan J., Jiang H., Robinson I.K.	Behavior of strain stripe networks in barium titanate nanocrystals on crossing its ferroelectric phase transition	Physical Review Materials	8	016002-1-016002-11	2024	ID1	ESRF (Grenoble)/APS (Argonne)/NSLS (Brookhaven)		10.1103/PhysRevMaterials.8.016002		
Journal article		ESRF24DI180	Finland/France (ESRF)/France (not ESRF)/Germany/India/Italy/Spain/UK/USA/Switzerland	Diego J., Subires D., Said A.H., Chaney D.A., Korshunov A., Garbarino G., Diekmann F., Mahatha S.K., Pardo V., Wilkinson J.M., Lord J.S., Strempfer J., Bereciartua Perez P.J, Francoual S., Popescu C., Tallarida M., Dai J., Bianco R., Monacelli L., Calandra M., Bosak A., Mauri F., Rossnagel K., Fumega A.O., Errea I., Blanco-Canosa S.	Electronic structure and lattice dynamics of 1T−VSe2: Origin of the three-dimensional charge density wave	Physical Review B	109	035133-1-035133-19	2024	ID28	ESRF (Grenoble)/ALBA (Barcelona)/APS (Argonne)/PETRA III	HC-4941, HC-4513, HC-4873	10.1103/PhysRevB.109.035133		
Journal article		ESRF24DO131	France (ESRF)/France (not ESRF)/Germany	Douissard P.A., Wollesen L., Pauwels K., Loiko P., Brasse G., Simeth S.J., Reininghaus M., Mathieu J., Dujardin C., Camy P., Martin T.	Micro-patterning of scintillating films by Liquid Phase Epitaxy: A proof of concept	Optical Materials	149	114939-1-114939-11	2024		ESRF (Grenoble)		10.1016/j.optmat.2024.114939		
Journal article		ESRF24DU188	UK/France (ESRF)/France (not ESRF)/Italy	Dudas E.F., Tully M.D., Földes T., Kelly G., Tartaglia G.G., Pastore A.	The structural properties of full-length annexin A11	Frontiers in Molecular Biosciences	11	1347741-1-1347741-15	2024	BM29_BIOSAXS	ESRF (Grenoble)		10.3389/fmolb.2024.1347741		
Journal article		ESRF24DU251	Denmark/France (ESRF)	Dunstan M.A., Manvell A.S., Yutronkie N.J., Aribot F., Bendix J., Rogalev A., Pedersen K.S.	Tunable valence tautomerism in lanthanide–organic alloys	Nature Chemistry	16	735-740	2024	ID12	ESRF (Grenoble)		10.1038/s41557-023-01422-8		
Journal article	OA	ESRF24EL431	France (not ESRF)/Switzerland/France (ESRF)	Eling L., Kefs S., Keshmiri S., Balosso J., Calvet S., Chamel G., Drevon-Gaud R., Flandin I., Gaudin M., Giraud L., Laissue J.A., Pellicioli P., Verry C., Adam J.F., Serduc R.	Neuro-oncologic veterinary trial for the clinical transfer of microbeam radiation therapy: Acute to subacute radiotolerance after brain tumor irradiation in pet dogs	Cancers	16	2701-1-2701-14	2024	ID17	ESRF (Grenoble)		10.3390/cancers16152701		
Journal article		ESRF24EL109	Russia/France (ESRF)	Eliseev A.A., Chumakov A.P., Petukhov D.I., Eliseev An.A.	Temperature controlled swelling of graphene oxide for switchable dehumidification membranes	Journal of Membrane Science	690	122213-1-122213-8	2024	ID10_Surf	ESRF (Grenoble)		10.1016/j.memsci.2023.122213		
Journal article		ESRF24EN224	France (ESRF)/France (not ESRF)/Germany	Engilberge S., Caramello N., Bukhdruker S., Byrdin M., Giraud T., Jacquet P., Scortani D., Biv R., Gonzalez H., Broquet A., van der Linden P., Rose S.L., Flot D., Balandin T., Gordeliy V., Lahey-Rudolph J.M., Roessle M., De Sanctis D., Leonard G.A., Mueller-Dieckmann C., Royant A.	The TR-icOS setup at the ESRF: Time-resolved microsecond UV–Vis absorption spectroscopy on protein crystals	Acta Crystallographica D	80	16-25	2024	icOS/PSCM/ID29_TR-SMX	ESRF (Grenoble)/MAX-Lab (Lund)		10.1107/S2059798323010483		
Journal article		ESRF24ER191	Finland/France (ESRF)	Eronen E.A., Vladyka A., Gerbon F., Sahle C.J., Niskanen J.	Information bottleneck in peptide conformation determination by X-ray absorption spectroscopy	Journal of Physics Communications	8	025001-1-025001-10	2024	ID20/Chemistry_Microimaging_Lab	ESRF (Grenoble)		10.1088/2399-6528/ad1f73		WOS:001157302600001
Journal article	OA	ESRF24VL434	Finland/France (ESRF)	Eronen E.A., Vladyka A., Sahle C.J., Niskanen J.	Structural descriptors and information extraction from X-ray emission spectra: Aqueous sulfuric acid	Physical Chemistry Chemical Physics	26	22752-22761	2024		ESRF (Grenoble)		10.1039/D4CP02454K		
Journal article		ESRF24ES174	Luxembourg/France (ESRF)/Brazil	Estupinan-Donoso A.A., Gravier P., Ichikawa R.U., Michels A.	Unraveling grain growth of metallic tungsten: Investigating the nanoscale realm of hydrogen reduction of tungsten oxides	Powder Technology	438	119672-1-119672-11	2024	ID16B	ESRF (Grenoble)	IM-62	10.1016/j.powtec.2024.119672		
Journal article		ESRF24FA146	Israel/France (ESRF)	Fadeeva M., Klaiman D., Kandiah E., Nelson N.	Structure of native photosystem II assembly intermediate from Chlamydomonas reinhardtii	Frontiers in Plant Science	14	1334608-1-1334608-9	2024	CM01	ESRF (Grenoble)		10.3389/fpls.2023.1334608		
Journal article	OA	ESRF24FA409	UK/France (ESRF)/USA	Farooq D., Potter M.E., Stockenhuber S., Pritchard J., Vamvakeros A., Price S.W.T., Drnec J., Ruchte B., Paterson J., Peacock M., Beale A.M.	Chemical imaging of carbide formation and its effect on alcohol selectivity in Fischer Tropsch synthesis on Mn-doped Co/TiO2 pellets	ACS Catalysis		12269-12281	2024	ID31_BIB	ESRF (Grenoble)/DIAMOND (Didcot)	CH-6065	10.1021/acscatal.4c03195		
Journal article	OA	ESRF24FA338	France (not ESRF)/France (ESRF)	Faure C., Ng Y.M., Belle C., Soler-López M., Khettabi L., Saïdi Me., Berthet N., Maresca M., Philouze C., Rachidi W., Réglier M., du Moulinet d’Hardemare A., Jamet H.	Interactions of phenylalanine derivatives with human tyrosinase: Lessons from experimental and theoretical tudies	ChemBioChem	25	e202400235-1-e202400235-18	2024	ID23-2/ID30A-1/ID30A-3/ID30B	ESRF (Grenoble)	IHR	10.1002/cbic.202400235		WOS:001241554800001
Journal article	OA	ESRF24FE105	Spain/France (ESRF)	Fernández García A., Garcia-Lechuga M., Rueda F.A., Zuazo J.R., Silván M.M.	Femtosecond laser thinning for resistivity control of tungsten ditelluride thin-films synthesized from sol-gel deposited tungsten oxide	Surfaces and Interfaces	44	103668-1-103668-8	2024	BM25B	ESRF (Grenoble)	25-02-972	10.1016/j.surfin.2023.103668		
Journal article	OA	ESRF24FI137	France (ESRF)/UK	Filimonova O.N., Snigireva I.I., Thompson P., Wermeille D.	Incorporation of palladium into pyrite: Insights from X-ray absorption spectroscopy analysis and modelling	Science of the Total Environment	920	170927-1-170927-12	2024	BM28	ESRF (Grenoble)	IH-ES-120	10.1016/j.scitotenv.2024.170927		
Journal article	OA	ESRF24FI132	USA/UK/France (ESRF)	Finegan D.P., Billman J., Darst J., Hughes P., Trillo J., Sharp M., Benson A., Pham M., Kesuma I., Buckwell M., Reid H.T., Kirchner-Burles C., Fransson M., Petrushenko D., Heenan T.M.M., Jervis R., Owen R., Patel D., Broche L., Rack A., Magdysyuk O., Keyser M., Walker W., Shearing P., Darcy E.	The battery failure databank: Insights from an open-access database of thermal runaway behaviors of Li-ion cells and a resource for benchmarking risks	Journal of Power Sources	597	234106-1-234106-9	2024	ID19	ESRF (Grenoble)/DIAMOND (Didcot)	ME-1515, ME-1454, MA-2768	10.1016/j.jpowsour.2024.234106		
Journal article	OA	ESRF24FJ333	Norway/Switzerland/France (ESRF)	Fjellvåg Ø.S., Gonano B., Bernal F.L.M., Amedi S.B., Lyu JK., Pomjakushin V., Medarde M., Chernyshov D., Marshall K., Valldor M., Fjellvåg H., Hauback B.C.	Order-to-disorder transition and hydrogen bonding in the Jahn-Teller active NH4CrF3 fluoroperovskite	Inorganic Chemistry	63	10594-10602	2024	BM31/BM1	ESRF (Grenoble)/SLS (PSI) (Villigen)		10.1021/acs.inorgchem.4c00931		WOS:001231636800001
Journal article	OA	ESRF24FL242	Norway/Austria/France (ESRF)	Flatscher F., Todt J., Burghammer M., Søreide H.S., Porz L., Li Y., Wenner S., Bobal V., Ganschow S., Sartory B., Brunner R., Hatzoglou C., Keckes J., Rettenwander D.	Deflecting dendrites by introducing compressive stress in Li7La3Zr2O12 using ion implantation	Small	20	202307515-1-2307515-8	2024	ID13	ESRF (Grenoble)		10.1002/smll.202307515		
Journal article		ESRF24FL157	Germany/France (ESRF)/USA	Flosbach N.T., Bykov M., Bykova E., Rasche B., Mezouar M., Fedotenko T., Chariton S., Prakapenka V.B., Wickleder M.S.	Stabilization of Pr4+ in silicates─high-pressure synthesis of PrSi3O8 and Pr2Si7O18	Inorganic Chemistry	63	4875-4882	2024	ID27	ESRF (Grenoble)/APS (Argonne)/PETRA III	MA-5485, CH-6476, CH-6817	10.1021/acs.inorgchem.3c03948		
Journal article	OA	ESRF24FO483	Germany/Canada/France (ESRF)/Finland/Japan/USA	Förster M., Ukoji N., Sahle C.J., Niskanen J., Sakrowski R., Surmeier G., Weis C., Irifune T., Imoto S., Yavas H., Huotari S., Marx D., Sternemann C., Tse J.S.	Generating interstitial water within the persisting tetrahedral H-bond network explains density increase upon compressing liquid water	Proceedings of the National Academy of Sciences of the USA	121	e2403662121-1-e2403662121-9	2024	ID20	ESRF (Grenoble)	H-SC-1598	10.1073/pnas.2403662121		
Journal article		ESRF24FR258	UK/France (ESRF)	Fransson M., Broche L., Reid H.T., Patel D., Rack A., Shearing P.R.	Investigating thermal runaway dynamics and integrated safety mechanisms of micro-batteries using high-speed X-ray imaging	Applied Energy	369	123070-1-123070-6	2024	ID19	ESRF (Grenoble)		10.1016/j.apenergy.2024.123070		
Journal article		ESRF24FR213	UK/France (ESRF)/Germany	Fransson M., Cordonnier B., Zimmermanns R., Shearing P.R., Rack A., Broche L.	A comparison of stitching techniques to reconstruct large volume X-ray tomography of batteries	Tomography of Materials and Structures	4	100029-1-100029-7	2024	ID19	ESRF (Grenoble)	IHR	10.1016/j.tmater.2024.100029		
Journal article	OA	ESRF24FR397	UK/Germany/France (ESRF)/USA	Fransson M., Pfaff J., Broche L., Buckwell M., Kirchner-Burles C., Reid H.T., Schopferer S., Rack A., Finegan D.P., Shearing P.R.	Exploring thermal runaway propagation in Li-ion batteries through high-speed X-ray imaging and thermal analysis: Impact of cell chemistry and electrical connections	Journal of Power Sources	617	234916-1-234916-11	2024	ID19	ESRF (Grenoble)	MI-1354	10.1016/j.jpowsour.2024.234916		
Journal article		ESRF24FR279	France (not ESRF)/France (ESRF)	Fréville R., Dewaele A., Guignot N., Faure P., Henry L., Garbarino G., Mezouar M.	High-pressure–high-temperature phase diagram of tin	Physical Review B	109	104116-1-104116-11	2024	ID27	ESRF (Grenoble)/Soleil (Orsay)	HC-5077	10.1103/PhysRevB.109.104116		
Journal article	OA	ESRF24FR464	France (not ESRF)/USA/Germany/France (ESRF)	Frewein M.P.K., Mason J., Maier B., Cölfen H., Medjahed A., Burghammer M., Allain M., Grünewald T.A.	Texture tomography, a versatile framework to study crystalline texture in 3D	IUCrJ	11	809-820	2024	ID13	ESRF (Grenoble)		10.1107/S2052252524006547		
Journal article	OA	ESRF24FU325	France (not ESRF)/France (ESRF)/Germany	Fulbert C.A., Chaput F., Stelse-Masson S., Henry M., Chovelon B., Bohic S., Brueckner D., Garrevoet J., Moriscot C., Gallet B., Vollaire J., Nicoud O., Lerouge F., Denis-Quanquin S., Jaurand X., Jacquet T., Nomezine A., Josserand V., Coll J.L., Ravanat J.L., Elleaume H., Bulin A.L.	Nanoscintillator coating: A key parameter that strongly impacts internalization, biocompatibility, and therapeutic efficacy in pancreatic cancer models	Small Science	4	2400041-1-2400041-17	2024	ID17/ID16A	ESRF (Grenoble)/PETRA III	MD-1260, MD-1347	10.1002/smsc.202400041		WOS:001193311500001
Journal article		ESRF24FU134	France (ESRF)/Switzerland	Fuller C.A., Rudden L.S.P.	Unravelling the components of diffuse scattering using deep learning	IUCrJ	11	34-44	2024	BM1	ESRF (Grenoble)		10.1107/S2052252523009521		
